Ticker,HoldingName,WeightPct
3292,AEON REIT Investment Corp,0.1
PDM,PIEDMONT REALTY TRUST INC,0.1
CIBUS,CIBUS NORDIC REAL ESTATE,0.0
GNZ,GOODMAN PROPERTY TRUST,0.0
HUFVA,HUFVUDSTADEN AB-A SHS,0.0
INA,INGENIA COMMUNITIES GROUP,0.0
8848,LEOPALACE21 CORP,0.0
AAT,AMERICAN ASSETS TRUST INC,0.0
LADR,LADDER CAPITAL CORP-REIT,0.0
LREIT,LENDLEASE GLOBAL COMMERCI,0.0
CIP,CENTURIA INDUSTRIAL REIT,0.0
8850,STARTS CORP INC,0.0
8976,DAIWA OFFICE INVESTMENT C,0.0
DEA,EASTERLY GOVERNMENT PROPE,0.0
EREIT,ESR-REIT,0.0
ARG,ARGAN,0.0
17,NEW WORLD DEVELOPMENT,0.0
3295,HULIC REIT INC,0.0
754,HOPSON DEVELOPMENT HOLD,0.0
HOME,NEINOR HOMES SA,0.0
ARPT,AIRPORT CITY LTD,0.0
ISN,INTERSHOP HOLDING AG,0.0
AP-U,ALLIED PROPERTIES REAL ES,0.0
CRT-U,CT REAL ESTATE INVESTMENT,0.0
INTEAB,INTEA FASTIGHETER AB,0.0
CLINT,Ascendas India Trust,0.0
ISCN,ISRAEL CANADA T.R LTD,0.0
,SHURGARD SELF STORAGE LTD,0.0
CAREIT,CENTURION ACCOMMODATION R,0.0
RET,RETAIL ESTATES,0.0
EQTL,EQUITAL LTD,0.0
ARI,APOLLO COMMERCIAL REAL ES,0.0
778,FORTUNE REIT,0.0
NP3,NP3 FASTIGHETER AB,0.0
ALTA,ALTAREA,0.0
MMI,MARCUS & MILLICHAP INC,0.0
CAI,CA IMMOBILIEN ANLAGEN AG,0.0
GLF,GEMLIFE COMMUNITIES GROUP,0.0
HIAG,HIAG IMMOBILIEN AG,0.0
IES,IES HOLDINGS LTD,0.0
SAFE,SAFEHOLD INC-W/I,0.0
ICAD,ICADE,0.0
ATRLJB,ATRIUM LJUNGBERG AB-B SHS,0.0
SMT,SUMMIT REAL ESTATE HOLDIN,0.0
BLSR,BLUE SQUARE REAL ESTATE L,0.0
GVYM,GAV YAM,0.0
ALX,ALEXANDERS INC,0.0
AFPR,AFRICA ISRAEL PROPERTIES,0.0
FOR,FORESTAR GROUP INC,0.0
2337,ICHIGO INC,0.0
LAHAV,LAHAV L.R. REAL ESTATE LT,0.0
PUBLI,PPI PUBLIC PROPERTY INVES,0.0
GOZ,GROWTHPOINT PROPERTIES AU,0.0
ISRS,ISRAS INVESTMENT COMPANY,0.0
GYC,GRAND CITY PROPERTIES,0.0
,Cash and Cash Equivalents,0.3
