Fund Holdings as of,"Sep 17, 2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency
"RIO","RIO TINTO LTD","Materials","Equity","583,573.43","0.23","583,573.43","3,532.00","165.22","Australia","Asx - All Markets","CAD","1.01","AUD"
"MFC","MANULIFE FINANCIAL","Financials","Equity","581,311.41","0.23","581,311.41","9,417.00","61.73","Canada","Toronto Stock Exchange","CAD","1.00","CAD"
"WBC","WESTPAC BANKING CORPORATION","Financials","Equity","576,828.71","0.23","576,828.71","16,648.00","34.65","Australia","Asx - All Markets","CAD","1.01","AUD"
"4063","SHIN ETSU CHEMICAL","Materials","Equity","574,369.23","0.23","574,369.23","11,100.00","51.74","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"066570","LG ELECTRONICS INC","Consumer Discretionary","Equity","568,751.03","0.23","568,751.03","2,839.00","200.33","Korea (South)","Korea Exchange (Stock Market)","CAD","987.85","KRW"
"DG","VINCI SA","Industrials","Equity","567,696.40","0.23","567,696.40","3,130.00","181.37","France","Nyse Euronext - Euronext Paris","CAD","0.62","EUR"
"NAB","NATIONAL AUSTRALIA BANK LTD","Financials","Equity","566,000.13","0.23","566,000.13","14,507.00","39.02","Australia","Asx - All Markets","CAD","1.01","AUD"
"NG.","NATIONAL GRID PLC","Utilities","Equity","539,773.03","0.22","539,773.03","24,970.00","21.62","United Kingdom","London Stock Exchange","CAD","0.54","GBP"
"ATD","ALIMENTATION COUCHE TARD INC","Consumer Staples","Equity","534,010.82","0.21","534,010.82","6,686.00","79.87","Canada","Toronto Stock Exchange","CAD","1.00","CAD"
"5401","NIPPON STEEL","Materials","Equity","530,638.89","0.21","530,638.89","84,100.00","6.31","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"ORA","ORANGE SA","Communication","Equity","526,406.03","0.21","526,406.03","20,531.00","25.64","France","Nyse Euronext - Euronext Paris","CAD","0.62","EUR"
"MUV2","MUENCHENER RUECKVERSICHERUNGS-GESE","Financials","Equity","515,131.75","0.21","515,131.75","628.00","820.27","Germany","Xetra","CAD","0.62","EUR"
"ENGI","ENGIE SA","Utilities","Equity","514,665.78","0.21","514,665.78","13,211.00","38.96","France","Nyse Euronext - Euronext Paris","CAD","0.62","EUR"
"8002","MARUBENI","Industrials","Equity","509,421.30","0.20","509,421.30","11,300.00","45.08","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"OR","LOREAL SA","Consumer Staples","Equity","509,262.60","0.20","509,262.60","834.00","610.62","France","Nyse Euronext - Euronext Paris","CAD","0.62","EUR"
"ABBN","ABB LTD","Industrials","Equity","493,488.88","0.20","493,488.88","3,655.00","135.02","Switzerland","SIX Swiss Exchange","CAD","0.59","CHF"
"MG","MAGNA INTERNATIONAL","Consumer Discretionary","Equity","489,341.07","0.20","489,341.07","5,391.00","90.77","Canada","Toronto Stock Exchange","CAD","1.00","CAD"
"6301","KOMATSU","Industrials","Equity","488,122.52","0.20","488,122.52","7,700.00","63.39","Japan","Tokyo Stock Exchange","CAD","111.35","JPY"
"MDT","MEDTRONIC PLC","Health Care","Equity","485,924.09","0.20","485,924.09","3,745.00","129.75","United States","New York Stock Exchange Inc.","CAD","0.71","USD"
"G","ASSICURAZIONI GENERALI","Financials","Equity","474,681.36","0.19","474,681.36","6,397.00","74.20","Italy","Borsa Italiana","CAD","0.62","EUR"
