Fund Holdings as of,"Sep 17, 2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency
"7741","HOYA","Health Care","Equity","37,932.40","0.12","37,932.40","186.00","203.45","Japan","Tokyo Stock Exchange","CAD","-","JPY"
"LSEG","LONDON STOCK EXCHANGE GROUP PLC","Financials","Equity","37,879.11","0.12","37,879.11","245.00","154.30","United Kingdom","London Stock Exchange","CAD","-","GBP"
"EL","ESSILORLUXOTTICA SA","Health Care","Equity","37,684.92","0.12","37,684.92","166.00","227.24","France","Nyse Euronext - Euronext Paris","CAD","-","EUR"
"DGE","DIAGEO PLC","Consumer Staples","Equity","37,645.98","0.12","37,645.98","1,240.00","30.37","United Kingdom","London Stock Exchange","CAD","-","GBP"
"SREN","SWISS RE AG","Financials","Equity","37,575.51","0.12","37,575.51","159.00","236.86","Switzerland","SIX Swiss Exchange","CAD","-","CHF"
"8053","SUMITOMO","Industrials","Equity","37,477.98","0.12","37,477.98","2,263.00","16.56","Japan","Tokyo Stock Exchange","CAD","-","JPY"
"5803","FUJIKURA","Industrials","Equity","36,723.85","0.12","36,723.85","840.00","43.71","Japan","Tokyo Stock Exchange","CAD","-","JPY"
"3690","MEITUAN","Consumer Discretionary","Equity","36,466.04","0.12","36,466.04","2,805.00","13.00","China","Hong Kong Exchanges And Clearing Ltd","CAD","-","HKD"
"9434","SOFTBANK","Communication","Equity","36,245.68","0.12","36,245.68","16,038.00","2.26","Japan","Tokyo Stock Exchange","CAD","-","JPY"
"LONN","LONZA GROUP AG","Health Care","Equity","36,186.89","0.12","36,186.89","39.00","925.36","Switzerland","SIX Swiss Exchange","CAD","-","CHF"
"EOAN","E.ON N","Utilities","Equity","35,697.80","0.12","35,697.80","1,250.00","28.56","Germany","Xetra","CAD","-","EUR"
"TEVA","TEVA PHARMACEUTICAL INDUSTRIES","Health Care","Equity","35,540.33","0.12","35,540.33","648.00","54.81","Israel","New York Stock Exchange Inc.","CAD","-","USD"
"8002","MARUBENI","Industrials","Equity","35,102.09","0.11","35,102.09","779.00","45.08","Japan","Tokyo Stock Exchange","CAD","-","JPY"
"RWE","RWE AG","Utilities","Equity","34,895.31","0.11","34,895.31","358.00","97.38","Germany","Xetra","CAD","-","EUR"
"ITUB4","ITAU UNIBANCO HOLDING PREF SA","Financials","Equity","34,809.64","0.11","34,809.64","3,014.00","11.55","Brazil","XBSP","CAD","-","BRL"
"WDS","WOODSIDE ENERGY GROUP LTD","Energy","Equity","34,798.81","0.11","34,798.81","1,061.00","32.81","Australia","Asx - All Markets","CAD","-","AUD"
"RIO","RIO TINTO LTD","Materials","Equity","34,735.11","0.11","34,735.11","210.00","165.22","Australia","Asx - All Markets","CAD","-","AUD"
"BN","DANONE SA","Consumer Staples","Equity","34,704.50","0.11","34,704.50","352.00","98.61","France","Nyse Euronext - Euronext Paris","CAD","-","EUR"
"USD","USD CASH","Cash and/or Derivatives","Cash","34,677.55","0.11","34,677.55","248.00","139.86","United States","-","CAD","-","USD"
"NBIS","NEBIUS NV CLASS A","Information Technology","Equity","34,291.84","0.11","34,291.84","112.00","304.89","Netherlands","NASDAQ","CAD","-","USD"
"8591","ORIX","Financials","Equity","34,061.55","0.11","34,061.55","610.00","55.81","Japan","Tokyo Stock Exchange","CAD","-","JPY"
"PETR4","PETROLEO BRASILEIRO PREF SA","Energy","Equity","34,000.09","0.11","34,000.09","2,580.00","13.18","Brazil","XBSP","CAD","-","BRL"
"6702","FUJITSU","Information Technology","Equity","33,998.71","0.11","33,998.71","945.00","35.99","Japan","Tokyo Stock Exchange","CAD","-","JPY"
"2318","PING AN INSURANCE (GROUP) CO OF CH","Financials","Equity","33,767.61","0.11","33,767.61","3,585.00","9.42","China","Hong Kong Exchanges And Clearing Ltd","CAD","-","HKD"
"105560","KB FINANCIAL GROUP","Financials","Equity","33,760.16","0.11","33,760.16","186.00","181.40","Korea (South)","Korea Exchange (Stock Market)","CAD","-","KRW"
"EBS","ERSTE GROUP BANK AG","Financials","Equity","33,546.88","0.11","33,546.88","170.00","196.79","Austria","Wiener Boerse Ag","CAD","-","EUR"
